  Elapsed time	   ECG1	   ECG2
       0:37.094	 -0.275	 -0.125
       0:37.102	 -0.235	 -0.145
       0:37.109	 -0.245	 -0.135
       0:37.117	 -0.225	 -0.165
       0:37.125	 -0.205	 -0.195
       0:37.133	 -0.185	 -0.205
       0:37.141	 -0.175	 -0.245
       0:37.148	 -0.165	 -0.275
       0:37.156	 -0.175	 -0.285
       0:37.164	 -0.155	 -0.305
       0:37.172	 -0.155	 -0.315
       0:37.180	 -0.125	 -0.325
       0:37.188	 -0.205	 -0.345
       0:37.195	 -0.195	 -0.335
       0:37.203	 -0.165	 -0.285
       0:37.211	 -0.215	 -0.285
       0:37.219	 -0.195	 -0.235
       0:37.227	 -0.135	 -0.185
       0:37.234	 -0.105	 -0.125
       0:37.242	 -0.095	 -0.055
       0:37.250	 -0.115	 -0.035
       0:37.258	 -0.165	 -0.035
       0:37.266	 -0.145	  0.005
       0:37.273	 -0.175	  0.015
       0:37.281	 -0.175	 -0.005
       0:37.289	 -0.145	  0.015
       0:37.297	 -0.125	  0.035
       0:37.305	 -0.145	  0.005
       0:37.313	 -0.175	 -0.015
       0:37.320	 -0.185	 -0.005
       0:37.328	 -0.145	  0.015
       0:37.336	 -0.155	  0.015
       0:37.344	 -0.155	 -0.015
       0:37.352	 -0.145	  0.035
       0:37.359	 -0.175	  0.005
       0:37.367	 -0.165	  0.005
       0:37.375	 -0.165	 -0.005
       0:37.383	 -0.135	  0.005
       0:37.391	 -0.115	  0.025
       0:37.398	 -0.155	  0.005
       0:37.406	 -0.185	  0.005
       0:37.414	 -0.155	  0.005
       0:37.422	 -0.155	  0.015
       0:37.430	 -0.165	  0.005
       0:37.438	 -0.145	  0.045
       0:37.445	 -0.075	  0.085
       0:37.453	 -0.105	  0.075
       0:37.461	 -0.105	  0.075
       0:37.469	  0.035	  0.025
       0:37.477	  0.005	 -0.005
       0:37.484	 -0.035	 -0.015
       0:37.492	 -0.075	 -0.005
       0:37.500	 -0.125	  0.005
       0:37.508	 -0.155	  0.055
       0:37.516	 -0.155	  0.015
       0:37.523	 -0.165	  0.005
       0:37.531	 -0.215	  0.015
       0:37.539	 -0.225	  0.005
       0:37.547	 -0.225	  0.015
       0:37.555	 -0.185	  0.025
       0:37.563	 -0.175	  0.015
       0:37.570	 -0.165	 -0.015
       0:37.578	 -0.375	  0.215
       0:37.586	 -0.845	  0.065
       0:37.594	 -0.365	 -0.365
       0:37.602	  1.295	 -0.405
       0:37.609	  2.605	 -0.015
       0:37.617	  2.825	  0.615
       0:37.625	  2.485	  0.595
       0:37.633	  0.915	 -0.705
       0:37.641	 -0.265	 -0.605
       0:37.648	 -0.315	 -0.145
       0:37.656	 -0.275	 -0.005
       0:37.664	 -0.325	 -0.025
       0:37.672	 -0.345	 -0.045
       0:37.680	 -0.385	 -0.035
       0:37.688	 -0.345	 -0.055
       0:37.695	 -0.335	 -0.055
       0:37.703	 -0.305	 -0.055
       0:37.711	 -0.295	 -0.065
       0:37.719	 -0.285	 -0.085
       0:37.727	 -0.275	 -0.095
       0:37.734	 -0.255	 -0.075
       0:37.742	 -0.225	 -0.105
       0:37.750	 -0.205	 -0.095
       0:37.758	 -0.185	 -0.125
       0:37.766	 -0.165	 -0.125
       0:37.773	 -0.135	 -0.145
       0:37.781	 -0.145	 -0.205
       0:37.789	 -0.115	 -0.225
       0:37.797	 -0.115	 -0.235
       0:37.805	 -0.155	 -0.265
       0:37.813	 -0.125	 -0.305
       0:37.820	 -0.145	 -0.265
       0:37.828	 -0.205	 -0.275
       0:37.836	 -0.185	 -0.265
       0:37.844	 -0.165	 -0.225
       0:37.852	 -0.165	 -0.225
       0:37.859	 -0.125	 -0.135
       0:37.867	 -0.125	 -0.095
       0:37.875	 -0.095	 -0.085
       0:37.883	 -0.095	 -0.045
       0:37.891	 -0.105	  0.005
       0:37.898	 -0.115	  0.025
       0:37.906	 -0.145	 -0.005
       0:37.914	 -0.125	  0.005
       0:37.922	 -0.125	  0.025
       0:37.930	 -0.125	  0.045
       0:37.938	 -0.115	  0.005
       0:37.945	 -0.125	 -0.005
       0:37.953	 -0.125	  0.015
       0:37.961	 -0.115	  0.015
       0:37.969	 -0.115	  0.005
       0:37.977	 -0.125	  0.015
       0:37.984	 -0.105	  0.015
       0:37.992	 -0.095	  0.015
       0:38.000	 -0.105	 -0.005
       0:38.008	 -0.105	 -0.005
       0:38.016	 -0.095	  0.005
       0:38.023	 -0.105	  0.005
       0:38.031	 -0.115	 -0.005
       0:38.039	 -0.105	 -0.025
       0:38.047	 -0.105	 -0.005
       0:38.055	 -0.145	 -0.005
       0:38.063	 -0.125	 -0.025
       0:38.070	 -0.105	  0.005
       0:38.078	 -0.075	  0.035
       0:38.086	 -0.055	  0.035
       0:38.094	 -0.055	  0.035
       0:38.102	 -0.045	  0.075
       0:38.109	  0.045	  0.045
       0:38.117	  0.035	 -0.015
       0:38.125	 -0.025	 -0.075
       0:38.133	 -0.055	 -0.045
       0:38.141	 -0.075	 -0.025
       0:38.148	 -0.075	  0.015
       0:38.156	 -0.085	  0.025
       0:38.164	 -0.125	 -0.015
       0:38.172	 -0.175	 -0.015
       0:38.180	 -0.185	 -0.045
       0:38.188	 -0.175	 -0.005
       0:38.195	 -0.185	 -0.025
       0:38.203	 -0.165	 -0.015
       0:38.211	 -0.135	  0.015
       0:38.219	 -0.455	  0.195
       0:38.227	 -0.725	  0.025
       0:38.234	 -0.235	 -0.435
       0:38.242	  1.375	 -0.445
       0:38.250	  2.675	 -0.055
       0:38.258	  2.815	  0.725
       0:38.266	  2.175	  0.175
       0:38.273	  0.555	 -0.785
       0:38.281	 -0.275	 -0.485
       0:38.289	 -0.265	 -0.065
       0:38.297	 -0.265	  0.015
       0:38.305	 -0.285	 -0.015
       0:38.313	 -0.315	 -0.025
       0:38.320	 -0.335	 -0.035
       0:38.328	 -0.325	 -0.025
       0:38.336	 -0.325	 -0.035
       0:38.344	 -0.315	 -0.045
       0:38.352	 -0.265	 -0.055
       0:38.359	 -0.255	 -0.055
       0:38.367	 -0.235	 -0.065
       0:38.375	 -0.215	 -0.085
       0:38.383	 -0.215	 -0.095
       0:38.391	 -0.185	 -0.085
       0:38.398	 -0.155	 -0.095
       0:38.406	 -0.125	 -0.145
       0:38.414	 -0.125	 -0.155
       0:38.422	 -0.115	 -0.165
       0:38.430	 -0.095	 -0.175
       0:38.438	 -0.105	 -0.215
       0:38.445	 -0.085	 -0.215
       0:38.453	 -0.135	 -0.265
       0:38.461	 -0.125	 -0.275
       0:38.469	 -0.135	 -0.265
       0:38.477	 -0.165	 -0.225
       0:38.484	 -0.155	 -0.215
       0:38.492	 -0.155	 -0.195
       0:38.500	 -0.105	 -0.145
       0:38.508	 -0.115	 -0.085
       0:38.516	 -0.095	 -0.035
       0:38.523	 -0.085	 -0.015
       0:38.531	 -0.135	  0.005
       0:38.539	 -0.145	  0.035
       0:38.547	 -0.125	  0.025
       0:38.555	 -0.135	  0.015
       0:38.563	 -0.155	  0.005
       0:38.570	 -0.135	  0.025
       0:38.578	 -0.115	  0.055
       0:38.586	 -0.105	  0.005
       0:38.594	 -0.125	  0.005
       0:38.602	 -0.115	  0.015
       0:38.609	 -0.115	  0.035
       0:38.617	 -0.125	  0.025
       0:38.625	 -0.115	  0.025
       0:38.633	 -0.105	 -0.015
       0:38.641	 -0.105	  0.015
       0:38.648	 -0.095	  0.015
       0:38.656	 -0.115	  0.035
       0:38.664	 -0.105	  0.025
       0:38.672	 -0.115	 -0.005
       0:38.680	 -0.125	 -0.005
       0:38.688	 -0.125	  0.015
       0:38.695	 -0.125	  0.015
       0:38.703	 -0.115	  0.015
       0:38.711	 -0.125	  0.005
       0:38.719	 -0.135	 -0.025
       0:38.727	 -0.105	  0.005
       0:38.734	 -0.045	  0.065
       0:38.742	 -0.045	  0.085
       0:38.750	 -0.045	  0.065
       0:38.758	  0.035	  0.055
       0:38.766	  0.065	 -0.035
       0:38.773	 -0.005	 -0.045
       0:38.781	 -0.045	 -0.015
       0:38.789	 -0.075	 -0.025
       0:38.797	 -0.045	  0.015
       0:38.805	 -0.085	  0.005
       0:38.813	 -0.135	  0.005
       0:38.820	 -0.165	 -0.025
       0:38.828	 -0.175	 -0.025
       0:38.836	 -0.155	 -0.015
       0:38.844	 -0.175	 -0.015
       0:38.852	 -0.145	  0.015
       0:38.859	 -0.115	  0.005
       0:38.867	 -0.145	  0.095
       0:38.875	 -0.625	  0.105
       0:38.883	 -0.645	 -0.195
       0:38.891	  0.465	 -0.725
       0:38.898	  2.045	 -0.245
       0:38.906	  2.655	  0.345
       0:38.914	  2.455	  0.865
       0:38.922	  1.465	 -0.355
       0:38.930	  0.105	 -0.755
       0:38.938	 -0.255	 -0.295
       0:38.945	 -0.235	 -0.045
       0:38.953	 -0.245	 -0.055
       0:38.961	 -0.305	 -0.075
       0:38.969	 -0.295	 -0.085
       0:38.977	 -0.335	 -0.085
       0:38.984	 -0.315	 -0.085
       0:38.992	 -0.235	 -0.085
       0:39.000	 -0.285	 -0.115
       0:39.008	 -0.255	 -0.085
       0:39.016	 -0.275	 -0.125
       0:39.023	 -0.215	 -0.125
       0:39.031	 -0.185	 -0.155
       0:39.039	 -0.185	 -0.175
       0:39.047	 -0.135	 -0.175
       0:39.055	 -0.155	 -0.185
       0:39.063	 -0.125	 -0.205
       0:39.070	 -0.165	 -0.235
       0:39.078	 -0.095	 -0.275
       0:39.086	 -0.065	 -0.305
       0:39.094	 -0.085	 -0.335
       0:39.102	 -0.065	 -0.325
       0:39.109	 -0.125	 -0.325
       0:39.117	 -0.175	 -0.365
       0:39.125	 -0.175	 -0.355
       0:39.133	 -0.145	 -0.305
       0:39.141	 -0.145	 -0.245
       0:39.148	 -0.125	 -0.225
       0:39.156	 -0.125	 -0.155
       0:39.164	 -0.125	 -0.125
       0:39.172	 -0.115	 -0.095
       0:39.180	 -0.105	 -0.055
       0:39.188	 -0.145	 -0.055
       0:39.195	 -0.145	 -0.035
       0:39.203	 -0.135	 -0.015
       0:39.211	 -0.165	 -0.045
       0:39.219	 -0.205	 -0.025
       0:39.227	 -0.115	 -0.005
       0:39.234	 -0.145	 -0.025
       0:39.242	 -0.175	 -0.035
       0:39.250	 -0.155	 -0.035
       0:39.258	 -0.135	 -0.015
       0:39.266	 -0.155	 -0.015
       0:39.273	 -0.165	 -0.015
       0:39.281	 -0.165	 -0.065
       0:39.289	 -0.145	 -0.035
       0:39.297	 -0.145	 -0.005
       0:39.305	 -0.155	 -0.035
       0:39.313	 -0.165	 -0.045
       0:39.320	 -0.165	 -0.045
       0:39.328	 -0.105	 -0.015
       0:39.336	 -0.155	 -0.025
       0:39.344	 -0.155	 -0.055
       0:39.352	 -0.165	 -0.055
       0:39.359	 -0.145	 -0.025
       0:39.367	 -0.185	 -0.025
       0:39.375	 -0.185	 -0.045
       0:39.383	 -0.135	 -0.045
       0:39.391	 -0.085	  0.015
       0:39.398	 -0.075	  0.045
       0:39.406	 -0.085	  0.035
       0:39.414	  0.005	 -0.035
       0:39.422	  0.015	 -0.065
       0:39.430	 -0.075	 -0.095
       0:39.438	 -0.105	 -0.065
       0:39.445	 -0.085	 -0.065
       0:39.453	 -0.155	  0.005
       0:39.461	 -0.125	 -0.055
       0:39.469	 -0.155	 -0.065
       0:39.477	 -0.245	 -0.055
       0:39.484	 -0.185	 -0.035
       0:39.492	 -0.195	 -0.065
       0:39.500	 -0.265	 -0.045
       0:39.508	 -0.175	 -0.065
       0:39.516	 -0.175	 -0.055
       0:39.523	 -0.345	  0.145
       0:39.531	 -0.695	 -0.025
       0:39.539	 -0.495	 -0.425
       0:39.547	  0.825	 -0.675
       0:39.555	  2.325	 -0.135
       0:39.563	  2.695	  0.585
       0:39.570	  2.305	  0.765
       0:39.578	  0.855	 -0.615
       0:39.586	 -0.305	 -0.635
       0:39.594	 -0.335	 -0.245
       0:39.602	 -0.345	 -0.095
       0:39.609	 -0.305	 -0.075
       0:39.617	 -0.325	 -0.125
       0:39.625	 -0.345	 -0.145
       0:39.633	 -0.375	 -0.125
       0:39.641	 -0.355	 -0.125
       0:39.648	 -0.325	 -0.115
       0:39.656	 -0.335	 -0.145
       0:39.664	 -0.305	 -0.145
       0:39.672	 -0.255	 -0.145
       0:39.680	 -0.255	 -0.165
       0:39.688	 -0.245	 -0.195
       0:39.695	 -0.245	 -0.195
       0:39.703	 -0.225	 -0.225
       0:39.711	 -0.195	 -0.265
       0:39.719	 -0.185	 -0.295
       0:39.727	 -0.225	 -0.315
       0:39.734	 -0.175	 -0.325
       0:39.742	 -0.105	 -0.335
       0:39.750	 -0.155	 -0.405
       0:39.758	 -0.165	 -0.415
       0:39.766	 -0.165	 -0.405
       0:39.773	 -0.185	 -0.395
       0:39.781	 -0.195	 -0.375
       0:39.789	 -0.175	 -0.325
       0:39.797	 -0.145	 -0.245
       0:39.805	 -0.135	 -0.215
       0:39.813	 -0.195	 -0.195
       0:39.820	 -0.115	 -0.145
       0:39.828	 -0.085	 -0.055
       0:39.836	 -0.115	 -0.055
       0:39.844	 -0.165	 -0.035
       0:39.852	 -0.155	 -0.015
       0:39.859	 -0.175	 -0.045
       0:39.867	 -0.195	 -0.035
       0:39.875	 -0.155	 -0.025
       0:39.883	 -0.165	 -0.015
       0:39.891	 -0.195	 -0.005
       0:39.898	 -0.175	 -0.015
       0:39.906	 -0.215	 -0.035
       0:39.914	 -0.195	 -0.035
       0:39.922	 -0.185	 -0.015
       0:39.930	 -0.165	 -0.035
       0:39.938	 -0.145	 -0.035
       0:39.945	 -0.175	 -0.035
       0:39.953	 -0.145	 -0.015
       0:39.961	 -0.205	 -0.025
       0:39.969	 -0.225	 -0.035
       0:39.977	 -0.165	 -0.025
       0:39.984	 -0.195	 -0.015
       0:39.992	 -0.185	 -0.025
       0:40.000	 -0.175	 -0.035
       0:40.008	 -0.155	 -0.035
       0:40.016	 -0.155	 -0.025
       0:40.023	 -0.205	 -0.015
       0:40.031	 -0.125	  0.015
       0:40.039	 -0.095	  0.035
       0:40.047	 -0.135	  0.035
       0:40.055	 -0.045	 -0.005
       0:40.063	 -0.005	 -0.055
       0:40.070	 -0.085	 -0.085
       0:40.078	 -0.135	 -0.055
       0:40.086	 -0.125	 -0.035
       0:40.094	 -0.145	 -0.045
       0:40.102	 -0.165	 -0.035
       0:40.109	 -0.205	 -0.045
       0:40.117	 -0.225	 -0.055
       0:40.125	 -0.235	 -0.065
       0:40.133	 -0.265	 -0.065
       0:40.141	 -0.215	 -0.015
       0:40.148	 -0.185	 -0.035
       0:40.156	 -0.205	 -0.035
       0:40.164	 -0.355	  0.125
       0:40.172	 -0.875	  0.015
       0:40.180	 -0.505	 -0.315
       0:40.188	  0.895	 -0.575
       0:40.195	  2.465	 -0.105
       0:40.203	  2.695	  0.525
       0:40.211	  2.415	  0.765
       0:40.219	  0.945	 -0.535
       0:40.227	 -0.285	 -0.685
       0:40.234	 -0.385	 -0.255
       0:40.242	 -0.405	 -0.085
       0:40.250	 -0.305	 -0.095
       0:40.258	 -0.295	 -0.095
       0:40.266	 -0.345	 -0.105
       0:40.273	 -0.335	 -0.085
       0:40.281	 -0.365	 -0.115
       0:40.289	 -0.405	 -0.115
       0:40.297	 -0.265	 -0.125
       0:40.305	 -0.295	 -0.145
       0:40.313	 -0.305	 -0.155
       0:40.320	 -0.255	 -0.155
       0:40.328	 -0.255	 -0.115
       0:40.336	 -0.255	 -0.195
       0:40.344	 -0.235	 -0.215
       0:40.352	 -0.215	 -0.215
       0:40.359	 -0.235	 -0.255
       0:40.367	 -0.185	 -0.285
       0:40.375	 -0.145	 -0.305
       0:40.383	 -0.155	 -0.315
       0:40.391	 -0.155	 -0.325
       0:40.398	 -0.185	 -0.345
       0:40.406	 -0.215	 -0.355
       0:40.414	 -0.205	 -0.335
       0:40.422	 -0.195	 -0.305
       0:40.430	 -0.205	 -0.285
       0:40.438	 -0.175	 -0.225
       0:40.445	 -0.135	 -0.195
       0:40.453	 -0.125	 -0.135
       0:40.461	 -0.135	 -0.095
       0:40.469	 -0.175	 -0.055
       0:40.477	 -0.155	 -0.045
       0:40.484	 -0.125	 -0.025
       0:40.492	 -0.155	 -0.005
       0:40.500	 -0.195	  0.005
       0:40.508	 -0.175	 -0.015
       0:40.516	 -0.175	  0.005
       0:40.523	 -0.165	 -0.005
       0:40.531	 -0.175	 -0.025
       0:40.539	 -0.175	 -0.005
       0:40.547	 -0.155	 -0.025
       0:40.555	 -0.175	 -0.025
       0:40.563	 -0.185	 -0.015
       0:40.570	 -0.205	 -0.025
       0:40.578	 -0.155	 -0.025
       0:40.586	 -0.125	 -0.005
       0:40.594	 -0.175	 -0.025
       0:40.602	 -0.205	 -0.015
       0:40.609	 -0.115	 -0.005
       0:40.617	 -0.165	 -0.035
       0:40.625	 -0.215	 -0.045
       0:40.633	 -0.125	 -0.005
       0:40.641	 -0.155	 -0.005
       0:40.648	 -0.195	 -0.025
       0:40.656	 -0.135	  0.015
       0:40.664	 -0.095	  0.025
       0:40.672	 -0.115	  0.045
       0:40.680	 -0.075	  0.045
       0:40.688	 -0.055	  0.045
       0:40.695	  0.055	 -0.015
       0:40.703	 -0.045	 -0.065
       0:40.711	 -0.095	 -0.075
       0:40.719	 -0.135	 -0.055
       0:40.727	 -0.105	  0.015
       0:40.734	 -0.115	  0.015
       0:40.742	 -0.165	 -0.035
       0:40.750	 -0.205	 -0.055
       0:40.758	 -0.195	 -0.015
       0:40.766	 -0.235	 -0.005
       0:40.773	 -0.165	 -0.025
       0:40.781	 -0.165	 -0.045
       0:40.789	 -0.145	 -0.025
       0:40.797	 -0.205	  0.135
       0:40.805	 -0.745	  0.175
       0:40.813	 -0.555	 -0.145
       0:40.820	  0.755	 -0.535
       0:40.828	  2.285	 -0.235
       0:40.836	  2.865	  0.165
       0:40.844	  2.675	  0.615
       0:40.852	  1.515	 -0.535
       0:40.859	  0.025	 -0.805
       0:40.867	 -0.355	 -0.265
       0:40.875	 -0.255	 -0.045
       0:40.883	 -0.245	 -0.005
       0:40.891	 -0.305	 -0.025
       0:40.898	 -0.335	 -0.025
       0:40.906	 -0.345	 -0.055
       0:40.914	 -0.335	 -0.035
       0:40.922	 -0.305	 -0.045
       0:40.930	 -0.275	 -0.035
       0:40.938	 -0.265	 -0.055
       0:40.945	 -0.275	 -0.085
       0:40.953	 -0.235	 -0.065
       0:40.961	 -0.235	 -0.065
       0:40.969	 -0.205	 -0.065
       0:40.977	 -0.195	 -0.105
       0:40.984	 -0.165	 -0.115
       0:40.992	 -0.135	 -0.125
       0:41.000	 -0.155	 -0.145
       0:41.008	 -0.145	 -0.155
       0:41.016	 -0.105	 -0.175
       0:41.023	 -0.125	 -0.255
       0:41.031	 -0.125	 -0.265
       0:41.039	 -0.115	 -0.215
       0:41.047	 -0.135	 -0.245
       0:41.055	 -0.185	 -0.235
       0:41.063	 -0.195	 -0.235
       0:41.070	 -0.205	 -0.205
       0:41.078	 -0.145	 -0.135
       0:41.086	 -0.115	 -0.095
       0:41.094	 -0.135	 -0.075
       0:41.102	 -0.105	 -0.005
       0:41.109	 -0.115	 -0.015
       0:41.117	 -0.095	  0.015
       0:41.125	 -0.115	  0.055
       0:41.133	 -0.135	  0.055
       0:41.141	 -0.145	  0.045
       0:41.148	 -0.165	  0.025
       0:41.156	 -0.185	  0.035
       0:41.164	 -0.135	  0.015
       0:41.172	 -0.125	  0.055
       0:41.180	 -0.145	  0.055
       0:41.188	 -0.145	  0.035
       0:41.195	 -0.135	  0.045
       0:41.203	 -0.105	  0.025
       0:41.211	 -0.155	  0.025
       0:41.219	 -0.145	  0.045
       0:41.227	 -0.125	  0.025
       0:41.234	 -0.115	  0.045
       0:41.242	 -0.115	  0.025
       0:41.250	 -0.135	  0.015
       0:41.258	 -0.145	  0.005
       0:41.266	 -0.135	  0.055
       0:41.273	 -0.105	  0.065
       0:41.281	 -0.125	  0.015
       0:41.289	 -0.125	  0.005
       0:41.297	 -0.135	  0.025
       0:41.305	 -0.095	  0.025
       0:41.313	 -0.045	  0.095
       0:41.320	 -0.075	  0.065
       0:41.328	 -0.035	  0.085
       0:41.336	  0.045	  0.065
       0:41.344	  0.025	  0.005
       0:41.352	 -0.035	 -0.055
       0:41.359	 -0.085	 -0.005
       0:41.367	 -0.115	 -0.005
       0:41.375	 -0.115	  0.045
       0:41.383	 -0.145	  0.025
       0:41.391	 -0.135	  0.025
       0:41.398	 -0.145	 -0.005
       0:41.406	 -0.165	  0.015
       0:41.414	 -0.195	 -0.015
       0:41.422	 -0.195	 -0.005
       0:41.430	 -0.185	  0.045
       0:41.438	 -0.125	  0.035
       0:41.445	 -0.365	  0.205
       0:41.453	 -0.765	  0.075
       0:41.461	 -0.385	 -0.345
       0:41.469	  1.205	 -0.505
       0:41.477	  2.685	 -0.115
       0:41.484	  2.875	  0.775
       0:41.492	  2.085	  0.125
       0:41.500	  0.265	 -0.835
       0:41.508	 -0.305	 -0.375
       0:41.516	 -0.255	 -0.035
       0:41.523	 -0.245	 -0.005
       0:41.531	 -0.335	 -0.005
       0:41.539	 -0.345	 -0.015
       0:41.547	 -0.335	 -0.045
       0:41.555	 -0.325	 -0.025
       0:41.563	 -0.325	 -0.045
       0:41.570	 -0.305	 -0.075
       0:41.578	 -0.235	 -0.065
       0:41.586	 -0.295	 -0.065
       0:41.594	 -0.245	 -0.065
       0:41.602	 -0.235	 -0.065
       0:41.609	 -0.185	 -0.105
       0:41.617	 -0.175	 -0.095
       0:41.625	 -0.185	 -0.135
       0:41.633	 -0.115	 -0.145
       0:41.641	 -0.145	 -0.155
       0:41.648	 -0.085	 -0.175
       0:41.656	 -0.095	 -0.235
       0:41.664	 -0.075	 -0.245
       0:41.672	 -0.115	 -0.225
       0:41.680	 -0.115	 -0.305
       0:41.688	 -0.095	 -0.285
       0:41.695	 -0.165	 -0.285
       0:41.703	 -0.135	 -0.245
       0:41.711	 -0.155	 -0.245
       0:41.719	 -0.115	 -0.195
       0:41.727	 -0.105	 -0.115
       0:41.734	 -0.115	 -0.085
       0:41.742	 -0.105	 -0.045
       0:41.750	 -0.075	 -0.015
       0:41.758	 -0.125	  0.015
       0:41.766	 -0.145	  0.015
       0:41.773	 -0.125	  0.035
       0:41.781	 -0.175	  0.025
       0:41.789	 -0.125	  0.045
       0:41.797	 -0.135	  0.055
       0:41.805	 -0.135	 -0.005
       0:41.813	 -0.135	  0.045
       0:41.820	 -0.135	  0.045
       0:41.828	 -0.155	  0.035
       0:41.836	 -0.115	  0.035
       0:41.844	 -0.155	  0.005
       0:41.852	 -0.135	  0.005
       0:41.859	 -0.155	  0.055
       0:41.867	 -0.135	  0.025
       0:41.875	 -0.125	  0.015
       0:41.883	 -0.125	  0.005
       0:41.891	 -0.115	  0.035
       0:41.898	 -0.105	  0.055
       0:41.906	 -0.125	  0.015
       0:41.914	 -0.165	  0.005
       0:41.922	 -0.115	  0.045
       0:41.930	 -0.005	  0.025
       0:41.938	 -0.105	  0.055
       0:41.945	 -0.125	  0.065
       0:41.953	 -0.095	  0.085
       0:41.961	  0.035	  0.045
       0:41.969	  0.025	 -0.005
       0:41.977	 -0.045	  0.015
       0:41.984	 -0.105	 -0.005
       0:41.992	 -0.105	 -0.005
       0:42.000	 -0.115	  0.015
       0:42.008	 -0.135	  0.035
       0:42.016	 -0.155	  0.055
       0:42.023	 -0.225	  0.025
       0:42.031	 -0.205	  0.025
       0:42.039	 -0.175	  0.005
       0:42.047	 -0.195	  0.035
       0:42.055	 -0.205	  0.025
       0:42.063	 -0.165	  0.015
       0:42.070	 -0.215	  0.065
       0:42.078	 -0.815	  0.145
       0:42.086	 -0.715	 -0.045
       0:42.094	  0.375	 -0.415
       0:42.102	  2.055	 -0.155
       0:42.109	  2.805	  0.185
       0:42.117	  2.555	  0.585
       0:42.125	  1.615	  0.025
       0:42.133	  0.135	 -0.435
       0:42.141	 -0.335	 -0.225
       0:42.148	 -0.295	 -0.055
       0:42.156	 -0.355	 -0.025
       0:42.164	 -0.325	 -0.005
       0:42.172	 -0.365	 -0.005
       0:42.180	 -0.345	 -0.005
       0:42.188	 -0.375	 -0.035
       0:42.195	 -0.335	 -0.045
       0:42.203	 -0.315	 -0.025
       0:42.211	 -0.315	 -0.035
       0:42.219	 -0.315	 -0.045
       0:42.227	 -0.315	 -0.075
       0:42.234	 -0.225	 -0.075
       0:42.242	 -0.245	 -0.065
